has_banner,has_location,has_extended_profile,has_url,followers,friends,num_posts,has_Duplicate,onlyHasUrl,has_retweet,contains_hashTag,label
0,1,0,0,15,321,30,0,0,1,5,0
0,1,0,0,20,309,29,0,0,2,4,0
0,1,0,0,16,306,35,0,0,0,7,0
0,1,0,0,9,298,33,0,0,0,5,0
0,1,0,0,24,657,54,0,0,1,6,0
0,1,0,0,20,308,23,0,0,0,4,0
0,1,0,0,18,317,20,0,0,0,1,0
0,1,0,0,13,332,28,0,0,0,4,0
0,1,0,0,16,323,33,0,0,0,4,0
0,1,0,0,11,306,28,0,0,1,6,0
0,1,0,0,23,461,58,0,0,1,8,0
0,1,0,0,14,326,26,0,0,0,7,0
0,1,0,0,32,326,32,0,0,0,5,0
0,1,0,0,15,328,32,0,0,2,10,0
0,1,0,0,16,288,21,0,0,0,1,0
0,1,0,0,22,468,57,0,0,2,13,0
0,1,0,0,17,326,33,0,0,3,4,0
0,1,0,0,24,320,28,0,0,1,5,0
0,1,0,0,15,321,35,0,0,0,4,0
0,1,0,0,23,352,32,0,0,0,8,0
0,1,0,0,22,351,32,0,0,1,9,0
0,1,0,0,17,536,54,0,0,1,7,0
0,1,0,0,10,306,16,0,0,0,4,0
0,1,0,0,19,543,50,0,0,0,8,0
0,1,0,0,16,292,29,0,0,0,7,0
0,1,0,0,25,349,41,0,0,0,8,0
0,1,0,0,16,338,31,0,0,1,10,0
0,1,0,0,24,626,58,0,0,0,10,0
0,1,0,0,18,330,36,0,0,1,6,0
0,1,0,0,19,315,31,0,0,0,8,0
0,1,0,0,14,316,28,0,0,0,3,0
0,1,0,0,20,527,60,1,0,0,8,0
0,1,0,0,18,286,36,0,0,0,6,0
0,1,0,0,19,311,26,0,0,0,4,0
0,1,0,0,19,494,61,0,0,2,12,0
0,1,0,0,23,272,18,0,0,0,2,0
0,1,0,0,15,280,30,0,0,2,5,0
0,1,0,0,14,260,22,0,0,0,3,0
0,1,0,0,13,273,26,0,0,0,1,0
0,1,0,0,18,309,29,0,0,0,2,0
0,1,0,0,23,624,55,0,0,0,10,0
0,1,0,0,48,481,58,0,0,2,9,0
0,1,0,0,16,325,28,0,0,0,1,0
0,1,0,0,15,323,23,0,0,0,4,0
0,1,0,0,21,326,32,0,0,1,5,0
0,1,0,0,18,310,35,0,0,0,5,0
0,1,0,0,9,334,20,0,0,0,2,0
0,1,0,0,26,500,54,0,0,0,9,0
0,1,0,0,0,2,36,0,0,1,7,0
0,1,0,0,25,533,52,0,0,1,6,0
0,1,0,0,22,270,30,0,0,1,7,0
0,1,0,0,23,342,34,0,0,1,7,0
0,1,0,0,11,294,20,0,0,0,0,0
0,1,0,0,26,302,34,0,0,0,8,0
0,1,0,0,21,316,34,0,0,0,7,0
0,1,0,0,18,685,50,0,0,1,3,0
0,1,0,0,11,302,26,0,0,3,2,0
0,1,0,0,18,365,35,0,0,3,5,0
0,1,0,0,23,306,29,0,0,0,6,0
0,1,0,0,15,268,16,0,0,0,4,0
0,1,0,0,28,535,63,0,0,2,10,0
0,1,0,0,15,284,26,0,0,1,7,0
0,1,0,0,20,280,34,0,0,1,4,0
0,1,0,0,12,317,37,0,0,1,3,0
0,1,0,0,20,332,41,0,0,0,6,0
0,1,0,0,24,294,27,0,0,0,3,0
0,1,0,0,14,319,34,0,0,2,7,0
0,1,0,0,10,297,23,0,0,0,3,0
0,1,0,0,16,318,27,0,1,1,5,0
0,1,0,0,18,267,21,0,0,2,4,0
0,1,0,0,17,313,35,0,0,0,5,0
0,1,0,0,18,325,29,0,0,0,6,0
0,1,0,0,9,264,30,0,0,0,4,0
0,1,0,0,24,336,33,0,0,0,6,0
0,1,0,0,14,302,25,0,0,0,4,0
0,1,0,0,13,327,31,0,0,1,5,0
0,1,0,0,23,310,37,0,0,1,6,0
0,1,0,0,17,308,32,0,0,3,6,0
0,1,0,0,11,345,33,0,0,0,8,0
0,1,0,0,18,266,33,0,0,1,4,0
0,1,0,0,16,275,34,0,0,1,3,0
0,1,0,0,20,313,25,0,0,1,2,0
0,1,0,0,13,320,38,0,0,0,8,0
0,1,0,0,17,262,22,0,0,0,4,0
0,1,0,0,17,304,20,0,0,0,1,0
0,1,0,0,12,269,23,0,0,0,5,0
0,1,0,0,16,328,47,0,0,2,10,0
0,1,0,0,16,289,19,0,0,0,2,0
0,1,0,0,22,668,67,0,0,1,8,0
0,1,0,0,18,308,25,0,0,0,4,0
0,1,0,0,20,326,37,0,0,0,5,0
0,1,0,0,16,315,31,0,0,1,6,0
0,1,0,0,14,293,32,0,0,1,6,0
0,1,0,0,20,287,32,0,0,0,7,0
0,1,0,0,21,514,54,0,0,1,5,0
0,1,0,0,13,282,26,0,0,1,5,0
0,1,0,0,15,274,25,0,0,0,4,0
0,1,0,0,14,307,31,0,0,0,7,0
0,1,0,0,18,297,28,0,0,0,2,0
0,1,0,0,25,269,28,0,0,0,3,0
0,1,0,0,17,303,21,0,0,0,5,0
0,1,0,0,15,319,19,0,0,0,2,0
0,1,0,0,12,272,24,0,0,0,1,0
0,1,0,0,18,284,23,0,0,0,4,0
0,1,0,0,18,277,20,0,0,0,5,0
0,1,0,0,15,308,26,0,0,1,3,0
0,1,0,0,20,313,30,0,0,1,3,0
0,1,0,0,19,267,31,0,0,1,6,0
0,1,0,0,19,319,23,0,0,0,4,0
0,1,0,0,13,341,33,0,0,2,1,0
0,1,0,0,19,228,29,0,0,1,2,0
0,1,0,0,21,289,32,0,0,0,7,0
0,1,0,0,21,284,17,0,0,1,6,0
0,1,0,0,15,317,31,0,0,0,4,0
0,1,0,0,16,299,23,1,0,0,6,0
0,1,0,0,16,293,30,0,0,2,3,0
0,1,0,0,19,298,29,0,0,1,3,0
0,1,0,0,14,289,27,0,0,1,4,0
0,1,0,0,23,288,23,0,0,0,1,0
0,1,0,0,19,280,26,0,0,0,5,0
0,1,0,0,10,281,34,0,0,0,4,0
0,1,0,0,12,314,22,0,0,1,2,0
0,1,0,0,21,255,35,0,0,2,6,0
0,1,0,0,17,295,23,0,0,0,2,0
0,1,0,0,10,266,33,0,0,0,2,0
0,1,0,0,16,305,40,0,0,0,6,0
0,1,0,0,12,307,35,0,0,0,5,0
0,1,0,0,14,263,23,0,0,0,5,0
0,1,0,0,14,285,27,0,0,1,4,0
0,1,0,0,16,302,26,0,0,0,7,0
0,1,0,0,17,267,32,0,0,0,5,0
0,1,0,0,18,267,25,0,0,0,4,0
0,1,0,0,22,279,28,0,0,0,7,0
0,1,0,0,15,270,29,0,0,3,4,0
0,1,0,0,18,267,24,0,0,0,2,0
0,1,0,0,15,301,24,0,0,0,4,0
0,1,0,0,15,276,32,0,0,0,4,0
0,1,0,0,8,259,31,0,0,0,2,0
0,1,0,0,6,245,29,0,0,1,3,0
0,1,0,0,20,288,28,0,0,0,6,0
0,1,0,0,16,277,39,0,0,1,6,0
0,1,0,0,13,262,26,0,0,0,5,0
0,1,0,0,12,307,24,0,0,0,2,0
0,1,0,0,12,278,26,0,0,0,1,0
0,1,0,0,18,270,31,0,0,0,5,0
0,1,0,0,24,270,25,0,0,1,7,0
0,1,0,0,12,288,26,0,0,0,3,0
0,1,0,0,16,262,29,0,0,0,6,0
0,1,0,0,7,241,29,0,0,0,5,0
0,1,0,0,23,307,29,0,0,1,6,0
0,1,0,0,12,272,20,0,0,0,5,0
0,1,0,0,19,272,27,0,1,0,3,0
0,1,0,0,16,273,30,0,0,0,3,0
0,1,0,0,17,288,24,0,0,0,7,0
0,1,0,0,22,260,24,0,0,0,4,0
0,1,0,0,11,280,25,0,0,1,1,0
0,1,0,0,16,299,27,0,0,0,6,0
0,1,0,0,21,279,22,0,0,0,4,0
0,1,0,0,17,287,23,0,0,0,2,0
0,1,0,0,17,316,24,0,0,0,6,0
0,1,0,0,15,274,34,0,0,0,7,0
0,1,0,0,17,283,29,0,0,3,4,0
0,1,0,0,20,295,31,0,0,0,4,0
0,1,0,0,18,320,27,0,0,2,10,0
0,1,0,0,13,294,16,0,0,0,2,0
0,1,0,0,23,263,17,0,0,0,4,0
0,1,0,0,15,316,31,0,0,0,1,0
0,1,0,0,16,288,28,0,0,0,3,0
0,1,0,0,12,290,31,0,0,0,4,0
0,1,0,0,16,302,35,0,0,1,2,0
0,1,0,0,19,313,29,0,0,0,8,0
0,1,0,0,22,274,22,0,0,1,2,0
0,1,0,0,18,272,27,0,0,1,4,0
0,1,0,0,20,276,17,0,0,3,3,0
0,1,0,0,18,301,36,0,0,1,6,0
0,1,0,0,16,314,23,0,0,1,5,0
0,1,0,0,22,278,29,0,0,1,0,0
0,1,0,0,15,289,25,0,0,0,2,0
0,1,0,0,16,331,28,0,0,0,7,0
0,1,0,0,11,293,29,0,0,0,2,0
0,1,0,0,14,303,36,0,0,1,2,0
0,1,0,0,12,308,32,0,0,0,6,0
0,1,0,0,13,287,31,0,0,1,2,0
0,1,0,0,12,298,44,0,0,1,10,0
0,1,0,0,11,307,27,0,0,1,8,0
0,1,0,0,10,306,24,0,1,0,5,0
0,1,0,0,13,283,24,0,0,1,3,0
0,1,0,0,16,637,63,0,0,2,8,0
0,1,0,0,11,282,20,0,0,1,4,0
0,1,0,0,17,569,55,0,0,1,8,0
0,1,0,0,14,285,32,0,0,1,3,0
0,1,0,0,20,288,31,0,0,0,2,0
0,1,0,0,27,681,67,0,0,3,13,0
0,1,0,0,18,264,30,0,0,2,1,0
0,1,0,0,11,289,20,0,0,0,5,0
0,1,0,0,21,635,58,0,0,5,12,0
0,1,0,0,16,308,30,0,0,1,8,0
0,1,0,0,22,280,24,0,0,2,3,0
0,1,0,0,21,649,61,0,0,2,8,0
0,1,0,0,12,283,27,0,0,2,6,0
0,1,0,0,18,271,24,0,0,3,4,0
0,1,0,0,30,614,56,0,0,4,6,0
0,1,0,0,21,277,20,0,0,1,6,0
0,1,0,0,9,287,32,0,0,1,4,0
0,1,0,0,15,294,27,0,0,0,3,0
0,1,0,0,25,577,57,0,0,0,9,0
0,1,0,0,20,289,27,0,0,1,4,0
0,1,0,0,20,332,38,0,0,3,6,0
0,1,0,0,22,266,25,0,0,1,5,0
0,1,0,0,18,244,22,0,0,1,6,0
0,1,0,0,21,259,26,0,0,0,5,0
0,1,0,0,18,549,37,0,0,1,8,0
0,1,0,0,15,270,28,0,0,1,7,0
0,1,0,0,13,273,29,0,0,1,5,0
0,1,0,0,8,291,32,0,0,0,4,0
0,1,0,0,12,295,28,0,0,0,2,0
0,1,0,0,16,280,26,0,0,0,4,0
0,1,0,0,21,291,33,0,0,0,4,0
0,1,0,0,25,262,30,0,0,0,2,0
0,1,0,0,13,256,20,0,0,0,5,0
0,1,0,0,18,319,25,0,0,0,1,0
0,1,0,0,18,286,35,0,0,0,7,0
0,1,0,0,17,281,29,0,0,0,3,0
0,1,0,0,20,282,17,0,0,0,1,0
0,1,0,0,25,250,25,0,0,0,5,0
0,1,0,0,17,278,26,0,0,1,3,0
0,1,0,0,14,283,38,0,0,0,6,0
0,1,0,0,17,276,30,0,0,0,6,0
0,1,0,0,14,249,28,0,0,0,5,0
0,1,0,0,15,296,20,0,0,0,3,0
0,1,0,0,17,273,24,0,0,0,4,0
0,1,0,0,13,282,28,0,0,1,4,0
0,1,0,0,9,308,32,0,0,1,5,0
0,1,0,0,14,281,28,0,0,1,9,0
0,1,0,0,18,280,29,0,0,0,5,0
0,1,0,0,10,237,26,0,0,0,1,0
0,1,0,0,16,266,28,0,0,0,0,0
0,1,0,0,16,255,27,0,0,0,7,0
0,1,0,0,21,253,23,0,0,0,2,0
0,1,0,0,13,326,25,0,0,0,1,0
0,1,0,0,19,303,29,0,0,0,7,0
0,1,0,0,21,269,26,0,1,1,5,0
0,1,0,0,19,302,25,0,0,2,3,0
0,1,0,0,12,294,24,0,0,0,2,0
0,1,0,0,11,262,38,0,0,0,6,0
0,1,0,0,19,257,20,0,0,1,3,0
0,1,0,0,21,270,35,0,0,5,7,0
0,1,0,0,18,247,30,0,0,1,5,0
0,1,0,0,22,258,22,0,0,0,5,0
0,1,0,0,11,258,30,0,0,0,8,0
0,1,0,0,13,276,28,0,0,1,5,0
0,1,0,0,18,276,18,0,0,0,1,0
0,1,0,0,21,274,25,0,0,0,1,0
0,1,0,0,16,278,26,0,0,1,3,0
0,1,0,0,17,311,27,0,0,0,6,0
0,1,0,0,26,276,24,0,0,0,6,0
0,1,0,0,16,264,32,0,0,2,3,0
0,1,0,0,17,270,25,0,0,0,3,0
0,1,0,0,14,249,28,0,0,0,5,0
0,1,0,0,15,267,25,0,0,0,5,0
0,1,0,0,14,269,25,0,0,0,2,0
0,1,0,0,14,284,29,0,0,0,2,0
0,1,0,0,9,299,26,0,0,0,1,0
0,1,0,0,25,306,27,0,0,1,4,0
0,1,0,0,15,274,26,0,0,1,2,0
0,1,0,0,13,251,22,0,0,0,3,0
0,1,0,0,13,275,35,0,0,0,8,0
0,1,0,0,13,263,19,0,0,1,3,0
0,1,0,0,13,260,22,0,0,1,1,0
0,1,0,0,13,247,28,0,0,1,3,0
0,1,0,0,22,319,33,0,0,0,7,0
0,1,0,0,21,294,36,0,0,1,4,0
0,1,0,0,13,306,29,0,0,1,7,0
0,1,0,0,12,236,38,0,0,1,5,0
0,1,0,0,20,250,24,0,0,0,6,0
0,1,0,0,10,263,23,0,0,0,4,0
0,1,0,0,14,280,29,0,0,1,4,0
0,1,0,0,20,290,37,0,0,0,6,0
0,1,0,0,15,261,31,0,0,1,1,0
0,1,0,0,12,245,24,0,0,2,4,0
0,1,0,0,9,264,24,0,0,0,6,0
0,1,0,0,14,296,32,0,0,1,3,0
0,1,0,0,20,263,25,0,0,0,3,0
0,1,0,0,14,285,27,0,0,0,8,0
0,1,0,0,19,243,20,0,0,0,2,0
0,1,0,0,21,267,20,0,0,1,6,0
0,1,0,0,14,254,20,0,0,1,2,0
0,1,0,0,13,290,36,0,0,0,6,0
0,1,0,0,15,285,28,0,0,1,2,0
0,1,0,0,17,233,24,0,0,2,9,0
0,1,0,0,13,280,29,0,0,1,6,0
0,1,0,0,15,235,24,0,0,1,4,0
0,1,0,0,12,255,18,0,0,0,2,0
0,1,0,0,42,404,37,0,0,0,4,0
0,1,0,0,18,264,33,0,0,0,9,0
0,1,0,0,17,244,20,0,0,0,7,0
0,1,0,0,12,239,29,0,0,0,8,0
0,1,0,0,15,297,29,0,0,1,6,0
0,1,0,0,12,254,20,0,0,0,1,0
0,1,0,0,23,279,26,0,0,0,1,0
0,1,0,0,18,250,31,0,0,0,4,0
0,1,0,0,18,233,23,0,0,0,5,0
0,1,0,0,23,272,40,0,0,0,5,0
0,1,0,0,11,245,29,0,0,0,2,0
0,1,0,0,22,275,27,0,0,0,4,0
0,1,0,0,14,248,29,0,0,1,7,0
0,1,0,0,16,297,37,0,0,2,4,0
0,1,0,0,21,254,23,0,0,0,2,0
0,1,0,0,11,230,26,0,0,1,2,0
0,1,0,0,15,264,30,0,0,0,7,0
0,1,0,0,22,302,38,0,0,0,7,0
0,1,0,0,20,239,28,0,0,1,7,0
0,1,0,0,21,281,26,0,0,1,5,0
0,1,0,0,13,275,27,0,0,0,5,0
0,1,0,0,16,251,32,0,0,3,4,0
0,1,0,0,13,274,30,0,0,1,4,0
0,1,0,0,20,259,31,0,0,0,3,0
0,1,0,0,18,291,29,0,0,0,2,0
0,1,0,0,25,522,56,0,0,0,5,0
0,1,0,0,15,252,36,0,0,0,6,0
0,1,0,0,21,273,13,0,0,0,0,0
0,1,0,0,11,253,22,0,0,0,5,0
0,1,0,0,12,307,26,0,0,0,1,0
0,1,0,0,22,303,30,0,0,0,4,0
0,1,0,0,20,280,34,0,0,0,5,0
0,1,0,0,17,281,28,0,0,0,3,0
0,1,0,0,14,265,30,0,0,0,4,0
0,1,0,0,20,259,17,0,0,0,4,0
0,1,0,0,15,271,30,0,0,0,6,0
0,1,0,0,11,275,29,0,0,0,2,0
0,1,0,0,13,299,53,0,0,1,6,0
0,1,0,0,16,294,35,0,0,0,2,0
0,1,0,0,16,290,36,0,0,0,4,0
0,1,0,0,12,301,35,0,0,1,3,0
0,1,0,0,13,238,26,0,0,1,4,0
0,1,0,0,12,286,32,0,0,1,5,0
0,1,0,0,17,252,29,0,0,0,5,0
0,1,0,0,12,260,34,0,0,1,5,0
0,1,0,0,16,284,40,0,0,0,5,0
0,1,0,0,25,272,28,0,0,0,4,0
0,1,0,0,17,278,26,0,0,0,4,0
0,1,0,0,7,296,27,0,0,0,2,0
0,1,0,0,20,300,37,0,0,0,5,0
0,1,0,0,23,284,32,0,0,1,6,0
0,1,0,0,42,435,61,0,0,1,8,0
0,1,0,0,17,300,32,0,0,1,7,0
0,1,0,0,13,275,19,0,0,0,3,0
0,1,0,0,10,259,24,0,0,0,4,0
0,1,0,0,12,290,37,0,0,1,4,0
0,1,0,0,12,252,22,0,0,1,6,0
0,1,0,0,10,237,14,0,0,0,1,0
0,1,0,0,13,237,34,0,0,0,3,0
0,1,0,0,15,216,22,0,0,1,4,0
0,1,0,0,14,251,34,0,0,1,10,0
0,1,0,0,14,251,21,0,0,0,4,0
0,1,0,0,11,241,22,0,0,0,1,0
0,1,0,0,7,221,29,0,0,2,7,0
0,1,0,0,12,242,35,0,0,1,5,0
0,1,0,0,11,272,30,0,0,2,3,0
0,1,0,0,9,237,33,0,0,0,5,0
0,1,0,0,7,263,22,0,0,1,3,0
0,1,0,0,12,201,31,0,0,0,8,0
0,1,0,0,17,215,26,0,0,0,3,0
0,1,0,0,8,233,31,0,0,0,3,0
0,1,0,0,19,224,28,0,0,0,5,0
0,1,0,0,15,256,32,0,0,1,6,0
0,1,0,0,8,240,28,0,0,1,6,0
0,1,0,0,11,207,20,0,0,0,2,0
0,1,0,0,12,224,30,0,0,1,2,0
0,1,0,0,5,190,14,0,0,0,2,0
0,1,0,0,7,205,28,0,0,1,5,0
0,1,0,0,14,265,19,0,0,0,4,0
0,1,0,0,9,197,29,0,0,0,6,0
0,1,0,0,16,268,24,0,0,1,2,0
0,1,0,0,11,244,22,0,0,0,5,0
0,1,0,0,14,204,24,0,0,0,1,0
0,1,0,0,11,242,31,0,0,2,8,0
0,1,0,0,18,219,26,0,0,0,8,0
0,1,0,0,11,218,26,0,0,0,7,0
0,1,0,0,16,227,37,0,0,0,8,0
0,1,0,0,8,232,26,0,0,1,5,0
0,1,0,0,16,214,24,0,0,0,5,0
0,1,0,0,12,228,19,0,0,0,3,0
0,1,0,0,8,203,25,0,0,1,2,0
0,1,0,0,13,221,35,0,0,0,4,0
0,1,0,0,7,201,18,0,0,1,5,0
0,1,0,0,8,210,25,0,0,0,2,0
0,1,0,0,6,204,17,0,0,0,3,0
0,1,0,0,14,202,27,0,0,0,6,0
0,1,0,0,11,228,34,0,0,1,6,0
0,1,0,0,12,210,23,0,0,0,3,0
0,1,0,0,16,216,19,0,0,1,0,0
0,1,0,0,8,222,25,0,0,0,3,0
0,1,0,0,9,224,28,0,0,1,9,0
0,1,0,0,12,214,23,0,0,0,3,0
0,1,0,0,8,219,27,0,0,0,4,0
0,1,0,0,11,228,30,0,0,0,6,0
0,1,0,0,14,201,20,0,0,1,5,0
0,1,0,0,15,236,21,0,0,0,4,0
0,1,0,0,11,253,32,0,0,1,6,0
0,1,0,0,12,211,21,0,0,0,1,0
0,1,0,0,13,204,27,0,0,0,3,0
0,1,0,0,7,210,21,0,0,0,5,0
0,1,0,0,11,203,26,0,0,0,4,0
0,0,0,0,0,37,2,0,0,0,0,0
0,1,0,0,0,34,1,0,0,0,0,0
0,0,0,0,1,23,4,0,0,0,0,0
0,1,0,0,0,35,3,0,0,0,0,0
0,1,0,0,1,22,3,0,0,0,0,0
0,0,0,0,2,44,3,0,0,0,0,0
0,1,0,0,1,32,4,0,0,0,0,0
0,1,0,0,1,33,3,0,0,0,0,0
0,1,0,0,1,30,2,0,0,0,0,0
0,1,0,0,2,29,3,0,0,0,0,0
0,1,0,0,0,37,4,0,0,0,0,0
0,1,0,0,2,42,3,0,0,0,0,0
0,0,0,0,2,24,3,0,0,0,0,0
0,0,0,0,2,26,2,0,0,0,0,0
0,1,0,0,1,22,3,0,0,0,0,0
0,1,0,0,0,36,2,0,0,0,0,0
0,1,0,0,0,40,2,0,0,0,0,0
0,0,0,0,3,46,3,0,0,0,0,0
0,0,0,0,1,33,1,0,0,0,0,0
0,1,0,0,1,27,3,0,0,0,0,0
0,1,0,0,1,32,1,0,0,0,0,0
0,1,0,0,0,21,2,0,0,0,0,0
0,1,0,0,2,43,4,0,0,0,0,0
0,1,0,0,1,24,2,0,0,0,0,0
0,1,0,0,1,42,3,0,0,0,0,0
0,0,0,0,0,39,2,0,0,0,0,0
0,0,0,0,4,36,4,0,0,0,0,0
0,0,0,0,0,37,3,0,0,0,0,0
0,1,0,0,1,39,3,0,0,0,0,0
0,1,0,0,3,31,4,0,0,0,0,0
0,1,0,0,2,38,2,0,0,0,0,0
0,1,0,0,0,31,2,0,0,0,0,0
0,1,0,0,0,31,5,0,0,0,0,0
0,1,0,0,3,32,3,0,0,0,0,0
0,0,0,0,1,42,3,0,0,0,0,0
0,0,0,0,0,17,4,0,0,0,0,0
0,1,0,0,0,41,4,0,0,0,0,0
0,1,0,0,2,24,2,0,0,0,0,0
0,1,0,0,1,44,3,0,0,0,0,0
0,1,0,0,2,21,1,0,0,0,0,0
0,0,0,0,2,48,3,0,0,0,0,0
0,0,0,0,0,48,3,0,0,0,0,0
0,0,0,0,0,38,2,0,0,0,0,0
0,1,0,0,1,36,5,0,0,0,0,0
0,1,0,0,0,32,3,0,0,1,0,0
0,1,0,0,0,11,1,0,0,0,0,0
0,1,0,0,1,32,1,0,0,0,0,0
0,1,0,0,3,54,3,0,0,0,0,0
0,0,0,0,1,22,3,0,0,0,0,0
0,1,0,0,0,31,2,0,0,1,0,0
0,0,0,0,0,41,5,0,0,0,0,0
0,1,0,0,0,29,3,0,0,0,0,0
0,1,0,0,0,40,4,0,0,0,0,0
0,1,0,0,0,31,2,0,0,0,0,0
0,0,0,0,0,36,4,0,0,0,0,0
0,0,0,0,2,29,2,0,0,0,0,0
0,0,0,0,1,32,1,0,0,0,0,0
0,1,0,0,1,34,3,0,0,0,0,0
0,1,0,0,1,45,4,0,0,0,0,0
0,0,0,0,0,21,3,0,0,0,0,0
0,1,0,0,1,36,2,0,0,0,0,0
0,1,0,0,4,25,1,0,0,0,0,0
0,0,0,0,0,39,3,0,0,0,0,0
0,1,0,0,1,24,1,0,0,0,0,0
0,1,0,0,2,22,1,0,0,0,0,0
0,1,0,0,0,42,3,0,0,0,0,0
0,0,0,0,0,28,2,0,0,0,0,0
0,0,0,0,0,33,4,0,0,0,0,0
0,1,0,0,1,38,2,0,0,0,0,0
0,1,0,0,3,36,2,0,0,0,0,0
0,1,0,0,0,29,2,0,0,0,0,0
0,1,0,0,0,33,2,0,0,0,0,0
0,0,0,0,1,36,2,0,0,0,0,0
0,1,0,0,6,45,2,0,0,0,0,0
0,1,0,0,3,33,3,0,0,0,0,0
0,1,0,0,1,38,3,0,0,0,0,0
0,1,0,0,1,24,4,0,0,0,0,0
0,1,0,0,0,30,3,0,0,0,0,0
0,0,0,0,1,25,1,0,0,0,0,0
0,1,0,0,1,20,1,0,0,0,0,0
0,0,0,0,1,23,3,0,0,0,0,0
0,1,0,0,1,24,4,0,0,0,0,0
0,1,0,0,0,34,3,0,0,0,0,0
0,0,0,0,1,23,1,0,0,0,0,0
0,1,0,0,2,26,1,0,0,0,0,0
0,0,0,0,0,25,4,0,0,0,0,0
0,1,0,0,3,24,2,0,0,0,0,0
0,1,0,0,2,26,6,0,0,0,0,0
0,0,0,0,1,34,3,0,0,0,0,0
0,0,0,0,1,22,3,0,0,0,0,0
0,1,0,0,0,25,2,0,0,0,0,0
0,0,0,0,0,24,3,0,0,0,0,0
0,1,0,0,0,28,4,0,0,0,0,0
0,1,0,0,1,21,1,0,0,0,0,0
0,1,0,0,1,22,2,0,0,0,0,0
0,1,0,0,0,25,1,0,0,0,0,0
0,0,0,0,0,24,3,0,0,0,0,0
0,1,0,0,1,26,2,0,0,0,0,0
0,0,0,0,1,28,3,0,0,0,0,0
0,0,0,0,1,18,2,0,0,0,0,0
0,1,0,0,0,31,3,0,0,0,0,0
0,1,0,0,1,9,1,0,0,0,0,0
0,1,0,0,0,28,4,0,0,0,0,0
0,1,0,0,1,17,2,0,0,0,0,0
0,0,0,0,1,27,4,0,0,0,0,0
0,1,0,0,0,19,3,0,0,0,0,0
0,0,0,0,1,20,3,0,0,0,0,0
0,1,0,0,1,19,1,0,0,0,0,0
0,0,0,0,0,19,6,0,0,0,0,0
0,0,0,0,0,16,1,0,0,0,0,0
0,1,0,0,1,21,2,0,0,0,0,0
0,0,0,0,1,8,2,0,0,0,0,0
0,1,0,0,0,15,3,0,0,0,0,0
0,1,0,0,0,17,1,0,0,0,0,0
0,1,0,0,0,16,3,0,0,0,0,0
0,1,0,0,2,19,1,0,0,0,0,0
0,1,0,0,2,15,2,0,0,0,0,0
0,1,0,0,1,17,1,0,0,0,0,0
0,1,0,0,2,20,1,0,0,0,0,0
0,1,0,0,0,15,2,0,0,0,0,0
0,0,0,0,1,20,2,0,0,0,0,0
0,1,0,0,1,14,2,0,0,0,0,0
0,0,0,0,0,18,1,0,0,0,0,0
0,0,0,0,2,15,1,0,0,0,0,0
0,1,0,0,2,15,2,0,0,0,0,0
0,0,0,0,1,18,2,0,0,0,0,0
0,0,0,0,1,22,3,0,0,0,0,0
0,1,0,0,0,18,2,0,0,0,0,0
0,1,0,0,0,22,2,0,0,0,0,0
0,0,0,0,0,24,2,0,0,0,0,0
0,1,0,0,1,12,1,0,0,0,0,0
0,1,0,0,1,21,1,0,0,0,0,0
0,1,0,0,1,19,2,0,0,0,0,0
0,1,0,0,0,17,1,0,0,0,0,0
0,1,0,0,0,15,2,0,0,0,0,0
0,0,0,0,0,16,2,0,0,0,0,0
1,1,1,1,2248,981,3220,10,13,1305,296,1
1,0,1,0,641,1066,3235,7,28,850,575,1
1,1,0,0,1042,2000,3175,11,1,2846,828,1
1,0,0,0,337,256,3217,25,24,850,1195,1
1,1,1,1,1948,2096,3207,0,2,1512,1149,1
1,1,0,0,552,787,3189,38,3,866,596,1
1,0,1,0,223,166,34,0,1,20,24,1
1,1,1,1,303,325,3066,4,16,1132,191,1
1,0,1,0,435,320,3208,1,18,1654,238,1
1,1,1,0,182,117,1178,1,3,185,66,1
1,1,1,0,349,348,3166,1,53,1946,453,1
1,1,1,1,726,28,3241,4,2,157,73,1
1,1,1,0,543,327,3226,3,65,672,271,1
1,0,0,0,10,91,54,5,7,3,3,1
1,1,1,0,385,200,3189,0,3,1309,760,1
1,0,0,0,249,278,3192,2,10,629,129,1
1,1,1,0,173,312,378,72,3,24,9,1
1,1,1,0,241,273,3160,40,15,1608,130,1
1,1,0,1,358,967,3202,0,2,917,504,1
1,1,1,0,136,116,3161,0,2,302,1385,1
0,1,1,0,93,385,843,39,6,164,138,1
1,1,0,1,235,112,3214,14,33,1430,152,1
1,1,1,1,763,97,3203,4,4,1185,368,1
1,1,1,1,281,421,3157,3,21,1489,91,1
1,1,1,1,865,250,3214,1,0,229,3091,1
1,1,1,1,202,300,3157,1,6,848,729,1
1,1,1,0,53,272,907,5,42,339,560,1
1,0,0,0,142,129,2026,6,59,794,188,1
1,1,1,0,415,481,3085,4,38,1730,341,1
1,1,0,1,220,1040,1175,0,0,207,421,1
1,1,1,1,385,353,3211,11,31,1125,239,1
1,1,1,0,665,1168,3214,2,4,1544,1364,1
1,1,1,0,422,326,2852,16,18,1571,390,1
1,0,1,1,592,254,3146,2,36,1580,200,1
1,1,1,1,1347,736,3190,0,4,302,56,1
1,0,1,1,118,224,711,13,10,148,89,1
1,1,0,0,720,727,3237,4,4,1126,464,1
