has_banner,has_location,has_extended_profile,has_url,followers,friends,label
0,1,0,0,6,440,0
0,1,0,0,21,557,0
0,0,0,0,15,229,0
1,1,1,1,123,473,1
1,1,1,1,453,672,1
1,0,1,0,1356,591,1
1,1,0,0,53,137,1
0,1,1,0,70,73,1
1,0,1,0,6817,311,1
0,0,0,0,11,1,1
1,1,1,1,305,211,1
1,0,0,0,10,91,1
1,0,1,0,354,243,1
0,0,0,1,8,547,0
1,0,1,0,840,665,1
1,1,1,0,219,518,1
0,1,0,0,12,217,0
0,1,0,0,13,278,0
1,1,1,1,404,1053,1
1,0,0,0,14,581,0
0,1,0,0,16,275,0
1,0,0,0,2338,973,1
0,1,0,0,13,263,0
0,1,0,0,26,626,0
1,1,1,1,1232,1040,1
1,0,0,0,78,204,1
0,1,0,0,20,534,0
1,1,1,0,550,129,1
1,1,1,1,818,679,1
1,1,1,1,200,659,1
0,0,0,0,9,629,0
1,1,0,0,452,389,1
1,1,1,0,2052,2246,1
1,1,1,1,887,743,1
1,1,1,1,153,97,1
1,1,1,1,400,192,1
0,1,1,0,30,756,0
0,1,0,0,19,311,0
1,1,1,0,88,956,1
0,1,0,0,12,264,0
0,1,0,0,18,614,0
0,1,0,0,7,188,0
1,1,1,0,2122,1585,1
0,1,0,0,14,316,0
0,1,0,0,24,270,0
0,1,0,0,8,224,0
1,1,1,1,257,86,1
0,0,0,0,0,16,0
0,1,1,1,492,2004,0
1,1,1,1,2355,1904,1
1,0,0,0,315,253,1
1,0,1,1,358,259,1
0,1,0,0,13,404,0
1,1,0,0,293,157,1
0,1,0,0,17,215,0
0,1,0,0,28,687,0
1,1,1,1,223,223,1
1,1,0,1,230,125,1
1,1,1,1,185,321,1
1,1,1,0,123,206,1
0,1,0,0,8,194,0
1,1,1,0,864,574,1
1,0,0,0,142,129,1
0,0,0,0,37,54,1
0,1,0,0,26,587,0
1,1,1,0,449,302,1
1,0,1,0,251,331,1
0,1,0,0,18,685,0
0,0,0,0,8,473,0
0,0,0,0,2,593,0
0,0,0,0,2,555,0
0,1,0,0,8,254,0
0,1,0,0,9,219,0
1,0,1,0,699,473,1
0,1,1,0,10,533,0
0,1,0,0,11,233,0
0,1,0,0,9,199,0
0,1,0,0,17,295,0
1,1,1,1,29,260,1
1,0,0,0,125,70,1
1,0,0,0,1199,795,1
1,1,1,0,54,157,1
1,0,0,0,1175,851,1
0,1,0,0,8,24,1
1,0,1,0,529,911,1
0,1,1,1,12,681,0
0,0,0,0,6,397,0
1,1,1,1,274,482,1
0,0,0,0,4,403,0
1,1,1,0,764,250,1
1,1,0,0,1440,880,1
1,1,1,0,1294,272,1
1,1,1,1,109,278,1
0,0,0,0,4,570,0
0,1,0,0,11,254,0
0,0,0,0,4,336,0
1,1,1,0,1192,709,1
1,1,1,0,651,744,1
1,0,0,0,249,219,1
0,1,0,0,15,399,0
1,0,0,0,714,484,1
0,1,0,0,13,326,0
1,1,1,0,325,180,1
1,1,1,1,531,263,1
1,0,1,1,12466,122,1
0,1,0,0,18,382,0
1,0,0,0,621,437,1
0,0,0,0,2,571,0
1,1,1,1,1948,2096,1
1,1,1,1,698,600,1
1,1,1,1,1227,871,1
0,1,0,0,25,564,0
0,0,1,0,5,154,0
1,1,1,0,3205,2377,1
0,1,0,0,31,536,0
1,1,1,1,1923,503,1
1,0,1,0,49,205,1
1,1,1,0,41,141,1
0,1,1,0,270,171,1
1,1,1,1,608,483,1
1,0,1,0,28,172,1
0,1,0,0,10,192,0
0,1,0,0,13,240,0
0,1,0,0,16,299,0
0,1,0,0,4,205,0
0,1,0,0,10,336,0
1,0,1,1,380,155,1
1,1,1,0,384,345,1
1,1,1,0,822,758,1
0,0,0,0,9,584,0
0,1,0,0,10,201,0
1,1,1,1,376,399,1
0,1,0,0,8,183,0
0,1,0,0,18,305,0
1,1,1,0,394,311,1
1,0,0,0,3,364,0
0,1,1,0,14,443,0
1,1,0,0,36,452,1
0,0,0,0,5,73,1
0,0,0,0,4,606,0
1,0,0,0,263,91,1
0,1,0,0,9,179,0
1,1,1,1,114727,1362,1
0,1,0,0,45,557,0
0,1,0,0,12,224,0
0,1,0,0,0,30,0
0,1,0,0,12,187,0
0,0,0,0,7,577,0
0,1,0,0,8,213,0
1,1,1,0,638,337,1
0,1,0,0,19,247,0
0,1,0,0,23,351,0
1,1,1,1,347,185,1
1,1,1,0,1045,350,1
0,1,0,0,9,223,0
1,0,1,0,609,403,1
0,1,0,0,30,748,0
0,1,0,0,6,215,0
1,0,1,0,324,292,1
0,1,0,0,19,228,0
0,1,0,0,13,202,0
1,1,1,0,1077,940,1
1,0,0,0,79,118,1
0,1,0,0,11,533,0
0,1,0,0,13,251,0
1,1,0,0,887,911,1
0,1,0,0,16,250,0
1,0,1,0,243,93,1
0,1,0,0,8,262,0
0,1,0,0,2,43,0
0,0,1,0,137,465,0
1,1,1,1,1053,880,1
0,1,0,0,16,591,0
1,1,1,0,60,119,1
0,0,0,0,0,16,0
1,1,1,1,51,382,1
0,1,0,0,10,207,0
1,1,1,0,91,150,1
0,1,0,0,17,242,0
1,1,0,0,351,422,1
1,0,0,0,286,161,1
1,1,0,0,1321,937,1
1,1,1,0,78,209,1
0,1,0,0,8,198,0
0,1,0,0,20,461,0
0,1,0,0,12,216,0
1,1,1,1,151,71,1
0,1,0,0,9,252,0
1,0,1,0,199,134,1
0,1,0,0,13,249,0
0,1,1,1,2135,1799,1
0,0,0,0,3,333,0
0,1,0,0,13,186,0
0,1,0,0,2,197,0
0,1,1,0,759,346,1
1,1,1,1,564,716,1
0,1,0,0,20,527,0
1,1,1,1,435,357,1
0,1,0,0,4,195,0
0,1,1,1,11,581,0
0,1,0,0,10,268,0
1,1,1,1,322,416,1
0,0,0,0,26,30,1
1,1,0,0,159,124,1
1,0,1,0,124,161,1
1,0,0,0,249,489,1
1,0,0,0,344,572,1
1,1,1,1,3225,2429,1
0,0,0,0,1829,869,1
1,1,1,1,1231,1997,1
0,1,0,0,8,241,0
0,0,0,0,2,554,0
1,1,1,0,361,349,1
0,1,0,0,13,227,0
1,1,1,1,531,393,1
1,0,1,1,3,616,0
0,0,1,0,13,633,0
0,1,0,0,12,173,0
1,1,1,0,1835,258,1
0,1,0,0,10,238,0
0,1,0,0,13,280,0
1,1,0,0,753,1942,1
1,1,1,1,1471,1977,1
1,0,1,0,194,132,1
0,1,0,0,9,183,0
1,1,1,1,120,137,1
0,1,0,0,13,379,0
1,1,0,0,23,84,1
1,1,1,1,330,71,1
1,1,1,1,10116,8581,1
0,1,1,0,80,400,1
0,0,0,0,4,527,0
1,1,0,0,13,51,1
1,1,1,1,22,301,1
0,1,0,0,19,235,0
0,1,0,0,19,617,0
1,1,1,0,563,1670,1
0,1,1,1,98,480,0
1,0,0,0,351,941,1
1,1,1,0,61,42,1
1,0,0,1,416,139,1
1,1,1,1,275,171,1
0,1,0,0,7,230,0
0,1,0,0,5,596,0
1,0,1,0,134,425,1
0,1,0,0,20,722,0
1,0,0,0,951,1011,1
0,1,0,0,7,241,0
1,0,1,0,1083,640,1
0,1,0,0,18,333,0
1,1,0,0,283,225,1
1,1,1,1,1512,1030,1
0,1,0,0,12,196,0
0,1,0,0,22,623,0
0,1,0,0,18,519,0
1,0,0,0,765,961,1
1,1,1,1,1027,446,1
1,1,1,0,37,112,1
1,1,1,1,127,132,1
1,1,1,0,604,305,1
1,0,1,1,226,296,1
0,1,0,0,11,394,0
0,0,1,0,6,365,0
0,1,0,0,11,180,0
1,0,0,0,137,414,0
1,1,1,1,1327,739,1
0,1,0,0,23,684,0
0,1,1,0,19,600,0
0,1,0,0,29,673,0
0,1,0,0,13,207,0
1,0,1,0,858,388,1
1,1,1,1,1273,1898,1
0,1,0,0,20,630,0
0,1,0,0,11,187,0
0,0,1,0,3153,167,1
0,0,1,1,152,417,1
1,1,1,1,261,359,1
1,1,1,1,394,371,1
1,1,1,0,436,1649,1
1,1,1,0,1293,1226,1
0,1,0,0,19,257,0
0,1,0,0,12,260,0
1,1,1,0,338,946,1
1,1,1,0,241,856,1
0,0,0,0,6,548,0
1,1,0,0,10,51,1
0,1,0,0,4,186,0
1,1,1,1,31,47,1
1,1,1,1,2712,2235,1
1,1,1,0,58,138,1
0,1,0,0,5,233,0
1,1,0,0,17,13,1
1,0,0,0,247,980,1
1,0,1,0,203,217,1
0,1,0,0,6,198,0
0,1,0,0,8,281,0
0,1,0,0,2,21,0
1,1,0,0,78,268,1
1,1,1,0,70,88,1
0,1,0,0,22,278,0
0,1,0,0,11,272,0
0,1,0,0,18,549,0
0,1,1,0,58,101,1
1,1,0,1,136,77,1
1,0,1,0,6534,5227,1
0,1,0,0,14,280,0
1,0,0,0,275,297,1
1,0,1,1,1972,1122,1
1,1,1,1,369,259,1
1,0,1,1,243,243,1
0,1,0,0,20,322,0
0,1,0,0,5,223,0
1,1,0,0,461,533,1
1,1,1,0,202,632,1
0,1,0,0,23,556,0
0,1,0,0,23,641,0
0,1,0,0,7,198,0
0,1,0,1,46,86,1
0,1,0,0,26,1098,0
1,0,0,0,223,495,1
0,1,1,1,60,511,0
0,1,0,0,19,224,0
0,1,0,0,11,259,0
1,0,0,0,13,12,1
1,1,0,1,224,102,1
0,1,0,0,15,332,0
0,0,1,0,1253,1137,1
1,0,1,0,133,215,1
1,1,1,1,388,14,1
0,1,0,0,27,565,0
0,1,0,0,3,188,0
1,0,1,1,311,256,1
0,1,0,0,12,186,0
1,1,1,1,10640,10573,1
1,0,1,0,27,63,1
1,1,1,0,833,1024,1
0,1,1,0,6,561,0
1,0,0,0,37,259,1
1,0,0,0,13,18,1
1,1,0,0,203,245,1
1,1,1,1,344,434,1
1,0,1,0,378,251,1
0,1,1,0,6,547,0
0,0,0,0,18,550,0
0,1,0,0,14,205,0
0,1,0,0,18,656,0
1,1,1,0,1732,1094,1
0,1,0,0,10,192,0
1,1,0,0,101,173,1
0,1,0,0,14,179,0
1,1,1,1,1243,777,1
0,1,0,0,16,451,0
0,1,1,0,18,235,1
0,1,0,0,9,207,0
1,0,1,0,1641,153,1
0,1,1,1,4,567,0
1,1,0,1,60,222,1
0,1,0,0,0,33,0
1,1,1,0,71,173,1
1,1,1,1,723,446,1
0,1,0,0,25,342,0
0,1,0,0,24,656,0
0,0,0,0,582,686,1
0,1,0,0,22,672,0
1,1,1,1,4955,4359,1
1,0,1,0,97,158,1
0,1,0,0,177,641,1
1,1,1,0,423,152,1
0,1,1,1,75,52,1
1,0,1,0,126,158,1
1,1,1,1,326,303,1
1,1,1,0,1232,270,1
1,0,0,0,141,140,1
0,1,0,0,20,350,0
1,1,1,0,1272,970,1
1,1,1,0,219,275,1
0,1,0,0,16,342,0
0,1,0,0,17,326,0
1,1,1,1,94,113,1
0,1,0,0,16,314,0
1,0,1,0,66,94,1
1,1,1,0,422,359,1
0,0,1,0,10,425,0
0,1,0,0,14,365,0
1,1,1,1,584,1775,1
1,1,1,1,1048,2000,1
0,1,0,0,13,238,0
1,1,0,1,48,103,1
0,1,0,0,11,586,0
0,1,0,0,9,249,0
1,1,1,0,662,208,1
0,1,0,0,1,32,0
0,1,0,0,23,310,0
1,1,1,1,66,76,1
0,1,0,0,19,394,0
0,0,0,0,11,939,0
1,1,0,1,124,100,1
1,1,1,1,1243,917,1
0,1,1,0,93,385,1
0,1,0,0,8,199,0
1,1,1,0,1201,897,1
1,1,1,0,129,249,1
0,1,0,0,20,262,0
0,1,0,0,22,314,0
1,0,0,0,509,381,1
1,1,1,1,10200,10070,1
1,1,1,1,723,487,1
1,1,1,0,140,549,1
1,0,1,0,101,166,1
1,0,1,0,236,298,1
1,0,1,0,20004,2301,1
0,1,0,0,20,332,0
0,1,0,0,21,527,0
0,1,0,0,10,186,0
0,1,0,0,8,211,0
0,1,0,0,11,224,0
0,1,0,1,48,624,0
1,1,1,0,41,284,1
1,1,0,1,379,296,1
1,1,1,1,824,1496,1
0,0,0,0,1,632,0
0,0,0,0,5,569,0
0,0,0,0,2,478,0
0,1,0,0,9,219,0
1,1,1,0,173,277,1
0,0,0,0,2,600,0
0,1,0,0,10,188,0
1,1,1,0,561,458,1
0,0,0,0,6,563,0
1,1,1,0,310,409,1
0,1,0,0,11,293,0
1,1,1,0,17,105,1
1,1,1,0,176,229,1
1,0,1,0,214,101,1
0,1,0,0,27,557,0
1,0,1,0,1618,1502,1
0,1,0,0,12,349,0
1,0,1,0,195,228,1
1,0,0,0,131,519,1
0,1,0,0,23,549,0
1,0,0,1,22,197,1
1,1,1,1,222,162,1
0,1,0,0,9,193,0
1,1,1,0,458,241,1
0,1,0,0,8,251,0
1,0,1,0,73,71,1
1,0,1,0,88,198,1
0,1,0,0,17,310,0
1,1,0,0,875,563,1
0,1,0,0,24,349,0
1,0,1,1,56,146,1
1,0,1,0,144,94,1
1,1,1,1,339,124,1
0,1,0,0,18,390,0
0,1,0,0,10,415,0
1,1,1,0,390,374,1
0,1,0,0,20,652,0
0,1,0,0,3,36,0
0,1,0,0,9,247,0
0,1,0,0,12,288,0
0,1,0,0,10,222,0
0,1,0,0,14,348,0
0,1,0,0,17,311,0
0,1,0,0,5,194,0
1,1,1,1,277,422,1
0,0,0,0,18,1005,0
0,1,0,0,10,239,0
0,1,0,0,6,232,0
0,1,0,0,13,273,0
1,1,1,1,879,59,1
0,1,0,0,8,217,0
1,1,1,1,1370,235,1
1,0,0,0,38,138,1
0,0,0,0,9,596,0
0,1,0,0,9,217,0
0,1,0,0,14,184,0
0,1,1,0,16,414,0
0,1,0,0,8,202,0
1,1,0,0,96,87,1
1,1,1,0,742,497,1
1,0,0,0,690,1606,1
1,1,0,0,60,180,1
0,1,0,0,16,602,0
1,1,1,0,1052,1505,1
0,1,0,0,11,193,0
0,1,0,0,10,230,0
0,1,0,0,1,14,0
0,1,0,0,20,460,0
0,1,0,0,20,643,0
0,1,0,0,15,260,0
1,0,0,1,69,72,1
1,0,0,0,286,199,1
1,1,1,0,232,492,1
0,0,0,0,22,397,0
1,0,1,1,603,432,1
1,1,1,1,787,1007,1
1,1,1,0,1047,365,1
1,0,1,0,46,240,1
0,1,0,0,15,317,0
0,1,0,0,10,206,0
1,1,1,0,326,264,1
0,1,0,0,2,215,0
0,1,0,0,20,299,0
0,1,0,0,13,222,0
0,1,0,0,26,703,0
0,1,0,0,15,651,0
1,1,1,0,293,372,1
1,0,0,0,144,187,1
1,1,1,0,233,1534,1
0,1,0,0,13,260,0
1,1,1,1,49,45,1
0,1,0,0,5,232,0
0,1,0,0,17,452,0
1,0,0,0,451,403,1
0,1,0,0,13,275,0
1,0,0,0,56,255,1
0,1,0,0,15,294,0
1,1,1,1,1340,1725,1
0,1,0,0,8,218,0
0,1,1,0,141,50,1
1,1,0,0,314,247,1
0,0,0,0,1,18,0
0,1,0,0,5,173,0
0,1,1,0,39,286,0
0,1,0,0,14,296,0
0,1,1,0,17,345,0
1,1,0,1,1400,402,1
1,1,1,0,79,292,1
0,1,0,0,12,301,0
1,1,0,0,152,117,1
0,1,0,0,15,563,0
0,1,0,0,13,255,0
1,1,1,0,188,107,1
0,1,0,0,1,21,0
1,1,1,1,4217,4200,1
0,0,0,0,0,19,0
1,0,1,0,840,75,1
1,1,1,0,640,533,1
1,0,0,0,56,140,1
0,1,0,0,15,289,0
1,0,1,0,1712,1009,1
0,0,0,0,5,320,0
1,1,1,1,153,35,1
0,0,1,0,3,446,0
1,1,1,0,279,642,1
1,1,0,0,76,57,1
1,1,0,1,26,180,1
0,1,0,0,13,212,0
1,1,1,1,569,1840,1
1,1,1,0,318,486,1
0,0,0,0,13,935,0
1,0,0,0,13,48,1
1,0,0,0,225,218,1
1,0,0,1,16,23,1
0,1,0,0,0,18,0
0,1,0,1,612,1518,1
0,1,0,0,8,213,0
1,1,0,0,212,524,1
0,1,0,0,17,278,0
1,0,0,0,372,260,1
0,1,0,0,13,329,0
0,0,0,0,11,954,0
0,1,0,0,13,287,0
1,1,1,1,2068,1420,1
0,1,0,0,2,564,0
0,0,0,0,16,601,0
0,1,1,0,79,261,1
0,1,0,0,10,339,0
1,1,0,0,482,99,1
0,1,0,0,9,278,0
0,1,0,0,24,462,0
0,1,0,0,5,171,0
0,1,0,0,12,228,0
0,1,0,0,20,276,0
0,1,0,0,2,418,0
0,1,0,0,8,174,0
0,1,0,0,9,176,0
1,0,1,0,414,488,1
0,0,0,0,14,276,0
0,1,0,0,15,264,0
0,1,0,0,27,536,0
1,1,0,1,1068,678,1
0,1,0,0,20,730,0
1,0,0,0,370,266,1
0,1,0,0,2,22,0
0,0,0,0,19,399,0
1,1,1,0,992,1064,1
0,1,0,0,16,325,0
1,1,1,0,700,596,1
1,0,0,0,113,193,1
0,1,0,0,0,537,0
0,1,0,0,10,203,0
0,0,1,0,6,391,0
0,1,0,0,13,242,0
0,1,1,1,18,624,0
1,1,1,0,408,244,1
1,1,1,1,3,4,1
0,1,0,0,14,196,0
1,0,0,0,553,359,1
1,0,0,0,154,270,1
0,1,0,0,15,219,0
1,1,1,0,187,164,1
1,1,0,0,170,143,1
0,1,0,0,7,176,0
0,1,0,0,7,398,0
1,1,1,0,961,1397,1
1,1,1,0,182,107,1
1,1,1,1,939,1983,1
0,1,0,0,12,165,0
0,0,1,0,4,606,0
1,0,1,0,435,296,1
1,0,0,0,77,163,1
1,1,0,0,189,248,1
1,0,0,1,387,1108,1
1,1,1,1,1229,284,1
1,0,1,0,164,154,1
0,1,1,1,19,255,0
0,0,0,0,8,638,0
0,1,0,0,27,653,0
0,0,1,0,687,600,1
1,0,0,0,1542,341,1
1,0,1,0,16,25,1
0,1,0,0,13,206,0
0,1,0,0,16,268,0
1,1,0,0,4,847,0
1,1,1,1,3491,3296,1
0,1,0,0,15,177,0
1,1,1,1,12875,392,1
0,1,0,0,18,225,0
1,1,1,1,804,359,1
1,1,0,0,23,168,1
0,1,0,0,8,418,0
0,1,0,0,22,286,0
1,0,1,0,243,623,1
0,0,0,0,4,974,0
0,1,0,0,9,225,0
1,1,1,1,1023,321,1
1,1,0,0,354,382,1
1,1,1,0,1592,359,1
0,1,0,0,25,361,0
1,1,1,1,255,254,1
1,0,0,0,568,449,1
0,1,0,0,25,577,0
1,0,1,0,312,709,1
1,1,1,1,266,166,1
1,1,1,1,392,283,1
1,1,1,1,399,402,1
0,1,1,0,6,398,0
1,1,1,0,108,105,1
0,1,0,0,8,219,0
0,0,1,0,10,695,0
0,1,0,0,6,203,0
1,1,1,1,1570,833,1
0,0,0,0,8,604,0
1,0,1,0,664,526,1
1,1,1,1,2917,2305,1
0,0,1,0,157,168,1
1,0,1,0,211,327,1
1,0,0,0,248,342,1
0,1,0,0,17,300,0
0,1,0,0,1,38,0
1,1,1,0,214,202,1
0,1,0,0,12,308,0
1,0,1,0,261,235,1
1,0,1,0,645,508,1
0,0,1,0,3,368,0
1,0,0,0,257,240,1
0,1,0,0,23,407,0
1,1,1,1,319,198,1
0,1,0,0,24,706,0
1,1,1,1,1271,1993,1
1,1,0,0,2696,154,1
0,1,0,0,27,698,0
0,1,0,0,12,210,0
0,1,0,0,364,376,1
1,0,0,0,89,320,1
0,1,0,0,30,614,0
0,1,0,0,8,242,0
0,1,0,0,21,527,0
0,0,0,0,26,44,1
1,1,0,0,149,153,1
0,1,0,0,22,293,0
1,1,1,1,8588,6724,1
1,1,1,0,535,373,1
1,1,0,1,2498,2468,1
0,0,1,0,2,314,0
1,1,1,0,652,419,1
1,1,1,1,1117,142,1
1,0,1,0,236,401,1
1,1,1,0,121,105,1
1,1,0,0,29,81,1
0,1,0,0,8,199,0
1,1,0,0,935,1798,1
1,1,1,1,2049,379,1
1,1,0,0,241,309,1
0,0,1,0,2,271,0
0,1,0,0,12,190,0
1,1,1,0,117,247,1
0,0,0,0,4,601,0
0,1,0,0,13,334,0
1,1,1,1,414,173,1
1,0,1,0,43,113,1
0,1,0,0,24,379,0
1,1,1,0,223,389,1
1,1,1,0,388,513,1
1,0,1,0,312,628,1
1,0,1,0,175,154,1
0,1,0,0,13,193,0
0,1,0,0,1,21,0
0,1,0,0,22,622,0
0,1,0,0,20,647,0
1,1,1,1,262,1442,1
1,1,1,1,876,410,1
1,1,1,0,1218,336,1
0,0,0,0,22,146,1
1,0,1,0,128,117,1
1,0,0,0,112,106,1
0,1,0,0,24,526,0
1,1,0,0,740,626,1
0,1,0,0,25,443,0
1,0,1,1,118,98,1
1,1,1,0,407,420,1
1,0,1,1,193,80,1
0,1,0,0,8,235,0
0,0,1,1,38,533,0
0,1,0,0,17,343,0
1,1,1,0,384,320,1
0,1,0,0,21,843,0
1,1,1,1,1122,141,1
1,1,1,0,428,467,1
0,1,0,0,14,239,0
0,1,0,0,23,279,0
0,1,0,0,15,593,0
0,0,0,0,8,568,0
1,0,1,0,466,186,1
1,0,0,0,81,77,1
1,0,1,0,1077,696,1
0,0,0,0,22,495,0
0,1,0,0,17,499,0
0,0,0,0,72,460,1
1,1,1,0,253,373,1
1,1,1,0,539,438,1
1,1,1,0,2042,1733,1
0,1,0,0,15,258,0
1,0,0,1,594,842,1
0,1,0,0,14,259,0
0,1,1,1,6584,907,1
1,1,1,0,173,312,1
0,1,0,0,16,637,0
0,1,0,0,23,603,0
1,0,0,0,91,187,1
0,1,0,0,22,9,1
1,1,1,1,721,774,1
1,1,0,0,480,442,1
1,0,1,1,82,269,1
1,0,0,0,656,386,1
0,1,0,0,14,233,0
1,0,0,1,421,488,1
1,1,1,1,230,65,1
0,1,0,0,12,307,0
1,0,0,0,921,2003,1
1,0,1,0,643,364,1
1,1,1,0,570,1975,1
0,1,0,0,5,206,0
1,1,1,1,85,59,1
0,1,0,0,1,44,0
1,0,0,0,186,171,1
0,1,0,0,11,187,0
1,1,1,0,168,490,1
0,0,1,0,7,553,0
0,1,0,0,15,200,0
1,0,1,0,57,71,1
0,1,0,0,21,267,0
0,1,0,0,26,62,1
1,0,0,0,103,9,1
0,0,0,0,2,443,0
0,0,0,0,1,18,0
1,1,1,0,3138,1247,1
0,1,0,0,11,307,0
0,0,0,0,21,125,0
1,1,0,0,179,132,1
0,1,0,0,16,289,0
0,1,0,0,17,397,0
1,1,0,0,11066,879,1
0,0,0,0,4,569,0
1,1,0,0,46,257,1
0,1,1,0,7,221,0
0,1,1,1,1415,2036,1
0,1,0,0,14,259,0
1,1,0,0,308,320,1
0,1,0,0,19,319,0
0,1,0,0,0,37,0
0,0,0,0,4,409,0
1,1,0,1,32,7,1
1,0,1,0,292,634,1
0,1,0,0,11,230,0
0,1,1,0,93,162,1
0,1,0,0,26,464,0
0,1,0,0,15,328,0
0,1,0,0,21,491,0
1,1,1,1,271,418,1
1,1,1,0,268,530,1
0,1,0,0,15,252,0
0,1,0,0,11,205,0
0,1,1,1,4698,2035,1
1,1,0,0,260,100,1
0,1,0,0,25,533,0
1,0,1,0,937,314,1
0,1,0,0,14,218,0
1,0,1,0,205,221,1
1,1,1,1,511,231,1
1,1,1,0,468,155,1
0,1,0,0,9,208,0
1,1,1,1,1439,1591,1
1,1,1,0,10,645,0
1,1,1,1,38,155,1
0,1,0,0,27,801,0
0,1,0,0,19,566,0
0,1,0,0,22,575,0
1,1,1,1,204,115,1
0,1,0,0,10,238,0
1,1,0,0,29,88,1
0,1,0,0,7,609,0
0,0,0,0,58,74,1
1,1,1,1,3388,2699,1
0,1,0,0,14,370,0
0,1,0,0,16,299,0
0,1,0,0,8,178,0
1,0,0,0,1,21,1
1,0,1,0,1259,559,1
0,1,0,0,15,573,0
0,1,0,0,8,205,0
0,1,0,0,7,196,0
1,0,0,0,121,231,1
1,1,1,0,1080,1996,1
0,0,0,0,5,439,0
0,1,0,0,1,19,0
0,1,0,0,14,235,0
1,0,0,0,59,116,1
0,1,0,0,6,174,0
1,0,0,0,677,1316,1
0,0,1,0,3,476,0
1,1,1,1,129,670,1
0,1,0,0,25,652,0
0,1,0,0,25,742,0
0,0,0,0,5,538,0
0,1,0,0,22,285,0
1,0,0,0,46,31,1
1,0,0,0,168,398,1
1,1,1,1,887,1598,1
1,0,1,0,87,55,1
1,1,1,1,68,68,1
1,1,1,1,515,939,1
0,0,0,0,15,413,0
1,1,1,0,87,228,1
0,1,0,1,20,41,1
0,1,0,0,13,269,0
0,1,0,0,13,327,0
1,0,1,1,604,296,1
0,0,1,0,60,704,0
1,1,0,0,350,411,1
1,1,1,0,3,50,1
1,0,1,0,9328,5537,1
1,0,0,0,254,333,1
0,0,0,0,3,574,0
1,1,0,1,1135,1763,1
1,1,1,0,665,96,1
1,1,1,1,244,800,1
1,0,1,0,116,126,1
1,1,1,0,768,245,1
0,0,0,0,3,571,0
1,0,0,0,131,407,1
0,1,0,0,13,198,0
0,1,0,0,141,1075,0
1,1,0,1,1824,499,1
0,1,1,1,582,705,1
1,1,1,1,61,185,1
1,1,1,0,85,144,1
1,1,1,0,156,248,1
1,0,0,0,137,242,1
0,1,0,0,8,207,0
1,1,1,1,12,18,1
0,1,0,0,6,206,0
0,1,0,0,23,543,0
1,1,0,0,383,269,1
0,0,0,0,7,271,0
0,1,0,0,18,315,0
0,0,1,0,5,527,0
0,1,0,0,19,267,0
0,0,1,0,3,512,0
1,1,1,0,238,247,1
0,0,0,0,8,427,0
0,1,0,0,19,337,0
1,1,1,0,415,481,1
0,1,0,0,10,228,0
1,0,1,1,28726,110,1
0,1,0,0,8,196,0
1,1,0,0,141,311,1
0,1,0,0,0,2,0
0,1,0,0,16,429,0
1,0,1,0,47,116,1
0,1,0,0,19,340,0
0,0,1,0,191,189,1
1,1,1,0,7474,1181,1
1,0,1,0,667,1666,1
0,1,0,0,7,246,0
0,1,0,0,3,210,0
1,0,0,0,249,193,1
0,1,0,0,17,333,0
0,1,0,0,6,231,0
0,1,0,0,0,28,0
1,1,0,0,65,88,1
0,1,0,0,32,522,0
1,1,0,0,628,604,1
0,1,0,0,14,300,0
0,1,0,0,11,191,0
1,1,1,1,1226,1183,1
0,1,0,0,12,317,0
1,1,1,1,703,1643,1
1,1,0,0,169,188,1
1,1,1,0,62,467,1
0,1,0,0,18,280,0
1,0,1,0,72,1295,0
1,1,1,1,649,895,1
0,0,0,0,20,108,1
0,1,0,0,12,204,0
1,1,1,0,806,723,1
0,1,0,0,9,210,0
0,1,0,0,14,273,0
1,1,1,1,824,241,1
0,1,0,0,6,591,0
1,0,0,0,230,222,1
1,0,0,0,1477,908,1
1,0,0,0,52,266,1
1,0,1,0,112,211,1
0,1,0,0,12,215,0
0,1,1,0,2,304,0
0,1,0,0,14,166,0
0,1,0,0,18,334,0
0,1,0,0,18,386,0
0,1,0,0,21,549,0
1,1,1,0,1392,1977,1
0,1,1,0,26,406,0
1,0,0,0,48,1998,0
0,1,0,0,9,223,0
0,0,1,0,56,492,0
0,1,0,0,15,194,0
0,1,1,0,6,541,0
1,0,0,0,1237,1189,1
1,1,1,1,769,692,1
0,1,0,0,1,408,0
1,1,0,0,65,126,1
0,1,0,0,7,227,0
1,1,1,0,508,892,1
1,1,1,0,4558,669,1
0,1,0,0,13,206,0
0,1,0,0,7,226,0
1,0,0,0,443,471,1
0,1,0,0,11,216,0
1,0,1,1,259,147,1
0,0,1,0,3,559,0
0,1,0,0,4,224,0
0,1,0,0,11,166,0
0,1,1,1,525,166,1
0,1,0,0,21,273,0
0,1,1,0,39,133,1
0,1,0,0,9,198,0
1,1,1,1,1585,183,1
0,1,0,0,7,227,0
0,1,0,0,20,564,0
1,1,1,0,118,399,1
1,0,1,1,187,513,1
0,1,0,0,20,407,0
0,1,0,0,10,263,0
1,1,1,1,57,169,1
1,1,1,1,1853,636,1
1,0,1,0,3837,952,1
1,1,0,0,304,189,1
1,1,1,1,527,1778,1
0,1,0,0,18,250,0
0,1,1,1,3,598,0
0,0,0,0,12,587,0
0,1,0,0,19,511,0
1,1,1,1,1276,337,1
